Chromosome,Start,Stop,MANE,Version
chr8,7312721,7320096,ENST00000382656,2
chr8,7332386,7333979,ENST00000529559,1
chr8,7337114,7338707,ENST00000526929,1
chr8,7355516,7385558,ENST00000400156,4
chr8,7414854,7416863,ENST00000318157,3
chr8,7428887,7430348,ENST00000318124,3
chr8,7450602,7463542,ENST00000398462,7
chr8,7470307,7475082,ENST00000316169,2
chr8,7482503,7486400,ENST00000335479,2
chr8,7487678,7489593,ENST00000335510,7
chr8,7495910,7509311,ENST00000355602,3
chr8,7539626,7542450,ENST00000533250,2
chr8,7556699,7559712,ENST00000650288,1
chr8,7571994,7575006,ENST00000648590,1
chr8,7579643,7582653,ENST00000648435,1
chr8,7715442,7718453,ENST00000648315,1
chr8,7723090,7726101,ENST00000647769,1
chr8,7730738,7733749,ENST00000648174,1
chr8,7738386,7741396,ENST00000647775,1
chr8,7746033,7749044,ENST00000650426,1
chr8,7753681,7756692,ENST00000647903,1
chr8,7761329,7764340,ENST00000648344,1
chr8,7768976,7771988,ENST00000533716,2
chr8,7778590,7781413,ENST00000528972,1
chr8,7811719,7815716,ENST00000335021,2
chr8,7821003,7823880,ENST00000334773,7
chr8,7825138,7829053,ENST00000335186,3
chr8,7836435,7841242,ENST00000314265,3
chr8,7848007,7860943,ENST00000642566,2
chr8,7881391,7882663,ENST00000314357,4
chr8,7894676,7896716,ENST00000302247,3
chr8,7926336,7952413,ENST00000400120,3
chr8,7971660,7973253,ENST00000527080,1
chr8,7976392,7977985,ENST00000530484,1
chr8,8317735,8386439,ENST00000615670,5
chr8,8701936,8704096,ENST00000519106,2
chr8,8783353,8893630,ENST00000276282,7
chr8,9002896,9033338,ENST00000250263,8
chr8,9136254,9150658,ENST00000310455,4
chr8,9555911,9782346,ENST00000310430,11
chr8,10054291,10428891,ENST00000317173,9
chr8,10525531,10538819,ENST00000328655,8
chr8,10606348,10655143,ENST00000382483,4
chr8,10672627,10700590,ENST00000304519,10
chr8,10723767,10730511,ENST00000304501,2
chr8,10764960,10839875,ENST00000314787,8
chr8,10896044,11201833,ENST00000416569,3
chr8,11284815,11328146,ENST00000221086,8
chr8,11331011,11332360,ENST00000382435,5
chr8,11421475,11466753,ENST00000284486,9
chr8,11494386,11564599,ENST00000259089,9
chr8,11704201,11760002,ENST00000532059,6
chr8,11769709,11787345,ENST00000284503,7
chr8,11802740,11839298,ENST00000220584,9
chr8,11842523,11868087,ENST00000353047,11
chr8,11973936,11974599,ENST00000382209,2
chr8,11982255,11984590,ENST00000382208,3
chr8,11993173,12000752,ENST00000382205,6
chr8,12064388,12071747,ENST00000437818,1
chr8,12089337,12115516,ENST00000400085,8
chr8,12132416,12134099,ENST00000530447,5
chr8,12136434,12138849,ENST00000333796,4
chr8,12182105,12194082,ENST00000448228,7
chr8,12310961,12318316,ENST00000400079,1
chr8,12424420,12436400,ENST00000262365,9
chr8,12721905,12755526,ENST00000398246,8
chr8,12945672,13029777,ENST00000524591,7
chr8,13083360,13514851,ENST00000276297,9
chr8,13566868,13568288,ENST00000297324,5
chr8,14084844,15238431,ENST00000382080,6
chr8,15540262,15766638,ENST00000503731,6
chr8,16107880,16192651,ENST00000262101,10
chr8,16992180,17002345,ENST00000180166,6
chr8,17027237,17122642,ENST00000318063,10
chr8,17156481,17224799,ENST00000262096,13
chr8,17224965,17246857,ENST00000361272,9
chr8,17246957,17298024,ENST00000324849,9
chr8,17296793,17413351,ENST00000180173,10
chr8,17497087,17570566,ENST00000494857,6
chr8,17577215,17643144,ENST00000251630,11
chr8,17643801,17801094,ENST00000693296,1
chr8,17864388,17895524,ENST00000427924,5
chr8,17922987,18029948,ENST00000325083,13
chr8,18055991,18084107,ENST00000637790,2
chr8,18210108,18223689,ENST00000307719,9
chr8,18391281,18401218,ENST00000286479,4
chr8,18527302,19013703,ENST00000327040,13
chr8,19313692,19396218,ENST00000265807,8
chr8,19404160,19757277,ENST00000692225,2
chr8,19817415,19852067,ENST00000397977,8
chr8,19939252,19967259,ENST00000650287,1
chr8,20144854,20183136,ENST00000276373,10
chr8,20197380,20221696,ENST00000276390,7
chr8,20246164,20303963,ENST00000381569,5
chr8,21690397,21788875,ENST00000524240,6
chr8,21908872,21913690,ENST00000276420,9
chr8,21919661,22006585,ENST00000252512,14
chr8,22024133,22036897,ENST00000518119,6
chr8,22042819,22048809,ENST00000359441,4
chr8,22056813,22082525,ENST00000358242,6
chr8,22089149,22104911,ENST00000289921,8
chr8,22106877,22109419,ENST00000611621,2
chr8,22114418,22131010,ENST00000381418,9
chr8,22130457,22131010,ENST00000518377,3
chr8,22138019,22141907,ENST00000306306,8
chr8,22146829,22156806,ENST00000306317,7
chr8,22161797,22164479,ENST00000679463,1
chr8,22165371,22201482,ENST00000306349,13
chr8,22165371,22212326,ENST00000306385,10
chr8,22219702,22232099,ENST00000454243,7
chr8,22245132,22254601,ENST00000306433,9
chr8,22275315,22357568,ENST00000356766,11
chr8,22367277,22422736,ENST00000359741,10
chr8,22367277,22422736,ENST00000381237,6
chr8,22441077,22541125,ENST00000240139,10
chr8,22551926,22575788,ENST00000240123,12
chr8,22580474,22594298,ENST00000409417,6
chr8,22599598,22604142,ENST00000289989,10
chr8,22604756,22620471,ENST00000308511,9
chr8,22620417,22669121,ENST00000276416,11
chr8,22687658,22693480,ENST00000317216,3
chr8,22713250,22927914,ENST00000256404,8
chr8,22999547,23020199,ENST00000251822,7
chr8,23020132,23069031,ENST00000276431,9
chr8,23102920,23117445,ENST00000356864,4
chr8,23135587,23164027,ENST00000312584,4
chr8,23190451,23225102,ENST00000221132,8
chr8,23243636,23261999,ENST00000397677,6
chr8,23288107,23296279,ENST00000265806,12
chr8,23296896,23404120,ENST00000389131,8
chr8,23429161,23457647,ENST00000358689,9
chr8,23528955,23575463,ENST00000519973,6
chr8,23678696,23682938,ENST00000380871,5
chr8,23701739,23706756,ENST00000325017,4
chr8,23841928,23854806,ENST00000290271,7
chr8,24294068,24359014,ENST00000265769,9
chr8,24384284,24406013,ENST00000256412,8
chr8,24441025,24509565,ENST00000175238,10
chr8,24913760,24919093,ENST00000221166,10
chr8,24950954,24956612,ENST00000610854,2
chr8,25184688,25415711,ENST00000276440,12
chr8,25419257,25424261,ENST00000421054,7
chr8,25427846,25458433,ENST00000221200,9
chr8,25459232,25507911,ENST00000330560,8
chr8,25841724,26045413,ENST00000520164,6
chr8,26291507,26372680,ENST00000380737,8
chr8,26383053,26413127,ENST00000380629,7
chr8,26504700,26513872,ENST00000522362,7
chr8,26514030,26658175,ENST00000521913,7
chr8,26768808,26867278,ENST00000380573,4
chr8,27235307,27258404,ENST00000350889,9
chr8,27284885,27311272,ENST00000305364,9
chr8,27325551,27459386,ENST00000346049,10
chr8,27459755,27479261,ENST00000407991,3
chr8,27491142,27545564,ENST00000521400,6
chr8,27596916,27614700,ENST00000316403,15
chr8,27633901,27673018,ENST00000301904,4
chr8,27733315,27772640,ENST00000356537,9
chr8,27774553,27805316,ENST00000305188,13
chr8,27809623,27837817,ENST00000301905,9
chr8,27869882,27992673,ENST00000354914,8
chr8,28021963,28083936,ENST00000413272,7
chr8,28093138,28191153,ENST00000256398,13
chr8,28317267,28343351,ENST00000301908,8
chr8,28345589,28386460,ENST00000344423,10
chr8,28428411,28490229,ENST00000380254,7
chr8,28494211,28574258,ENST00000240093,8
chr8,28701500,28755599,ENST00000220562,9
chr8,28767660,28889969,ENST00000521022,6
chr8,28890394,29053262,ENST00000287701,15
chr8,29067277,29263070,ENST00000524189,6
chr8,29333063,29350684,ENST00000240100,7
chr8,30063002,30083064,ENST00000256255,11
chr8,30095407,30108524,ENST00000321250,13
chr8,30131670,30144665,ENST00000320542,4
chr8,30156368,30183639,ENST00000221114,8
chr8,30384540,30572256,ENST00000397323,9
chr8,30578317,30658236,ENST00000355904,9
chr8,30638579,30646064,ENST00000517349,2
chr8,30678065,30727846,ENST00000221130,11
chr8,30744163,30767006,ENST00000265616,10
chr8,30785615,30812818,ENST00000221138,9
chr8,30831543,30913008,ENST00000643185,2
chr8,31030849,31033356,ENST00000523392,2
chr8,31033809,31176138,ENST00000298139,7
chr8,32548310,32774046,ENST00000405005,8
chr8,32647201,32647390,ENST00000652575,1
chr8,33370823,33473146,ENST00000327671,10
chr8,33485181,33501262,ENST00000360128,11
chr8,33498721,33513135,ENST00000431156,7
chr8,33547753,33567128,ENST00000256257,2
chr8,33591329,33600023,ENST00000256261,9
chr8,35235474,35796540,ENST00000404895,7
chr8,36784373,36936125,ENST00000399881,8
chr8,37695781,37700019,ENST00000331569,6
chr8,37736633,37758422,ENST00000519638,3
chr8,37762644,37779768,ENST00000328195,8
chr8,37796882,37844896,ENST00000412232,3
chr8,37843267,37849861,ENST00000220659,11
chr8,37858617,37899497,ENST00000330843,9
chr8,37934280,37940124,ENST00000307599,5
chr8,37962989,37966599,ENST00000345060,5
chr8,38030533,38060365,ENST00000338825,5
chr8,38105528,38140080,ENST00000343823,11
chr8,38142699,38150952,ENST00000276449,9
chr8,38163338,38176493,ENST00000311351,9
chr8,38176854,38213301,ENST00000287322,5
chr8,38231584,38262836,ENST00000397166,7
chr8,38263129,38269224,ENST00000424479,7
chr8,38269703,38382271,ENST00000317025,13
chr8,38386475,38409527,ENST00000379957,9
chr8,38411142,38468635,ENST00000447712,7
chr8,38787235,38853028,ENST00000317827,9
chr8,38901345,38973912,ENST00000617275,5
chr8,38974227,38988663,ENST00000302495,5
chr8,38988807,38996509,ENST00000456397,7
chr8,38996972,39105261,ENST00000487273,7
chr8,39107733,39284917,ENST00000379907,9
chr8,39584567,39730065,ENST00000265707,10
chr8,39743734,39838227,ENST00000265708,9
chr8,39913890,39928790,ENST00000518237,6
chr8,39934650,40016392,ENST00000502986,4
chr8,40153481,40155310,ENST00000315792,5
chr8,40530589,40897826,ENST00000297737,11
chr8,41261961,41309473,ENST00000220772,8
chr8,41490581,41510980,ENST00000357743,9
chr8,41529260,41545030,ENST00000276533,4
chr8,41578199,41625001,ENST00000396987,7
chr8,41645176,41650817,ENST00000518699,4
chr8,41653224,41797622,ENST00000289734,13
chr8,41929478,42051987,ENST00000265713,8
chr8,42153062,42171183,ENST00000396926,8
chr8,42174717,42207565,ENST00000220809,9
chr8,42271301,42332460,ENST00000520810,6
chr8,42338493,42371808,ENST00000265421,9
chr8,42374062,42377229,ENST00000220812,3
chr8,42391879,42405937,ENST00000022615,9
chr8,42416474,42501231,ENST00000520262,6
chr8,42541584,42555195,ENST00000417410,7
chr8,42697365,42737407,ENST00000289957,3
chr8,42752619,42768786,ENST00000276410,7
chr8,42836673,42843325,ENST00000254250,7
chr8,42853300,42896605,ENST00000527424,6
chr8,42896977,43030535,ENST00000307602,9
chr8,43056322,43085785,ENST00000302279,8
chr8,43093514,43123434,ENST00000331373,10
chr8,43140463,43202855,ENST00000379644,9
chr8,47260937,47736306,ENST00000297423,9
chr8,47736912,47738164,ENST00000408965,4
chr8,47773110,47960136,ENST00000314191,7
chr8,47960940,47978160,ENST00000649973,1
chr8,48008430,48064708,ENST00000523111,7
chr8,48723390,48735268,ENST00000262103,8
chr8,48917597,48921429,ENST00000020945,4
chr8,49072343,49076093,ENST00000522267,6
chr8,49911406,50796692,ENST00000642720,2
chr8,51319576,51809445,ENST00000356297,5
chr8,51817582,51899036,ENST00000522514,6
chr8,52110837,52409756,ENST00000689386,1
chr8,52534036,52565430,ENST00000358543,9
chr8,52622457,52714435,ENST00000025008,10
chr8,52939181,52943734,ENST00000674939,1
chr8,53225723,53251637,ENST00000265572,8
chr8,53715542,53843245,ENST00000359530,7
chr8,53851794,53959303,ENST00000297313,8
chr8,53966555,54022448,ENST00000521604,7
chr8,54046366,54101947,ENST00000316963,8
chr8,54135240,54148514,ENST00000260102,9
chr8,54457934,54460892,ENST00000297316,5
chr8,54616095,54630834,ENST00000220676,2
chr8,55102027,55542054,ENST00000327381,7
chr8,55738757,55773378,ENST00000434581,7
chr8,55773445,55826445,ENST00000260129,6
chr8,55879834,56014169,ENST00000519728,6
chr8,56073053,56074506,ENST00000009589,8
chr8,56112941,56113982,ENST00000311923,1
chr8,56160908,56211273,ENST00000316981,8
chr8,56211788,56218809,ENST00000355315,8
chr8,56300004,56320175,ENST00000303749,8
chr8,56440956,56446641,ENST00000451791,7
chr8,56957930,56993867,ENST00000262644,9
chr8,57994522,58148784,ENST00000519262,6
chr8,58411360,58451501,ENST00000399598,7
chr8,58490177,58500163,ENST00000301645,4
chr8,58553260,58582858,ENST00000260130,9
chr8,58583507,58659853,ENST00000038176,8
chr8,58805411,59119147,ENST00000361421,2
chr8,60185411,60281400,ENST00000317995,5
chr8,60516986,60623644,ENST00000262646,12
chr8,60678739,60868028,ENST00000423902,7
chr8,61287969,61501629,ENST00000325897,5
chr8,61500555,61714592,ENST00000379454,9
chr8,62248853,62984904,ENST00000623646,3
chr8,63015078,63038806,ENST00000260118,7
chr8,63059487,63086053,ENST00000260116,5
chr8,63168620,63212786,ENST00000539294,6
chr8,64580364,64583627,ENST00000321870,3
chr8,64590850,64798737,ENST00000310193,4
chr8,65602457,65634177,ENST00000276569,8
chr8,65644733,65710562,ENST00000262146,9
chr8,65714333,65842064,ENST00000401827,8
chr8,66021552,66101245,ENST00000276570,10
chr8,66127128,66175485,ENST00000315962,9
chr8,66176375,66178464,ENST00000276571,5
chr8,66429013,66430733,ENST00000320270,4
chr8,66432503,66468907,ENST00000396623,8
chr8,66493565,66518524,ENST00000305454,8
chr8,66562174,66613218,ENST00000522677,8
chr8,66628486,66667231,ENST00000310421,5
chr8,66712780,66862022,ENST00000521198,7
chr8,66870770,66922048,ENST00000422365,7
chr8,66946500,66962591,ENST00000563496,2
chr8,66964102,67028554,ENST00000685739,1
chr8,67043078,67062133,ENST00000357849,9
chr8,67064391,67196614,ENST00000678616,1
chr8,67197657,67343781,ENST00000262215,8
chr8,67422037,67746360,ENST00000297770,10
chr8,67952045,68237032,ENST00000288368,5
chr8,68330954,68819023,ENST00000518698,6
chr8,69492846,69660912,ENST00000402687,9
chr8,69667045,69834978,ENST00000260126,9
chr8,70051650,70071252,ENST00000276594,3
chr8,70109781,70403808,ENST00000452400,7
chr8,70573217,70608416,ENST00000262213,7
chr8,70637265,70669185,ENST00000276590,5
chr8,70669338,70735942,ENST00000408926,8
chr8,71197432,71362069,ENST00000340726,8
chr8,71841559,71844412,ENST00000325509,5
chr8,72021249,72075584,ENST00000262209,5
chr8,72537224,72938349,ENST00000523207,2
chr8,73008863,73048123,ENST00000276603,10
chr8,73064542,73093172,ENST00000297354,7
chr8,73241330,73259530,ENST00000624510,4
chr8,73290241,73293633,ENST00000352983,7
chr8,73294601,73325281,ENST00000240285,10
chr8,73420368,73746840,ENST00000524300,6
chr8,73786218,73878862,ENST00000602593,6
chr8,73945118,73972191,ENST00000520242,6
chr8,73976194,73982783,ENST00000312184,6
chr8,73991391,74029079,ENST00000284818,7
chr8,74234699,74321540,ENST00000342232,5
chr8,74350402,74366876,ENST00000220822,12
chr8,74824533,74855029,ENST00000260113,7
chr8,74984504,75034558,ENST00000262207,9
chr8,75539868,75566834,ENST00000396423,4
chr8,76681246,76867281,ENST00000651372,2
chr8,76980257,77000078,ENST00000357039,9
chr8,78516339,78605267,ENST00000396418,7
chr8,78666088,78719765,ENST00000263849,9
chr8,78732771,78805463,ENST00000263851,9
chr8,79611116,79666158,ENST00000220876,12
chr8,79764009,79767767,ENST00000354724,8
chr8,79918716,80030259,ENST00000276585,9
chr8,80034744,80171564,ENST00000518937,6
chr8,80486225,80526265,ENST00000455036,8
chr8,80628450,80874781,ENST00000327835,7
chr8,80967809,81112068,ENST00000220597,4
chr8,81280535,81284775,ENST00000297258,11
chr8,81440325,81447439,ENST00000256103,3
chr8,81458252,81461579,ENST00000379071,4
chr8,81478418,81483233,ENST00000256104,5
chr8,81524980,81533867,ENST00000360464,6
chr8,81656913,81686325,ENST00000256108,10
chr8,81693630,81695058,ENST00000518568,3
chr8,81701336,81721300,ENST00000220669,10
chr8,81732447,81759515,ENST00000297265,5
chr8,81799582,81842185,ENST00000345957,9
chr8,84183273,84921844,ENST00000521268,6
chr8,85107237,85146080,ENST00000360375,8
chr8,85177153,85214518,ENST00000416274,7
chr8,85214047,85220374,ENST00000619594,5
chr8,85245457,85284073,ENST00000321764,4
chr8,85327607,85378113,ENST00000523022,6
chr8,85438858,85449040,ENST00000285381,3
chr8,85464006,85481493,ENST00000285379,10
chr8,86047108,86069668,ENST00000276616,3
chr8,86098909,86154225,ENST00000285393,4
chr8,86214062,86230381,ENST00000297524,8
chr8,86342546,86468503,ENST00000517970,6
chr8,86472348,86508686,ENST00000406452,8
chr8,86514434,86561498,ENST00000517490,6
chr8,86574178,86743634,ENST00000320005,6
chr8,86866414,87382859,ENST00000518476,6
chr8,87870746,87874015,ENST00000319675,5
chr8,88032010,88327483,ENST00000286614,11
chr8,89757815,89791064,ENST00000220751,5
chr8,89902569,89927888,ENST00000451899,7
chr8,89933330,89984667,ENST00000265433,8
chr8,90001476,90053633,ENST00000220764,7
chr8,90058607,90082879,ENST00000265431,7
chr8,90621999,90646083,ENST00000458549,7
chr8,90791774,90959393,ENST00000417640,7
chr8,90958470,90985238,ENST00000517562,3
chr8,90993801,91040859,ENST00000285419,8
chr8,91070343,91087093,ENST00000404789,8
chr8,91102618,91219257,ENST00000448384,3
chr8,91249318,91398155,ENST00000276609,8
chr8,91954971,92103385,ENST00000523629,7
chr8,92883533,92966144,ENST00000521988,6
chr8,93700549,93731527,ENST00000518322,6
chr8,93728154,93741009,ENST00000520560,6
chr8,93754893,93818121,ENST00000453321,8
chr8,93916922,93926068,ENST00000297598,5
chr8,94127161,94208555,ENST00000027335,8
chr8,94249252,94262319,ENST00000297596,3
chr8,94371959,94475115,ENST00000336148,10
chr8,94427715,94436944,ENST00000481490,3
chr8,94487688,94553469,ENST00000297591,10
chr8,94641173,94707466,ENST00000433389,8
chr8,94719899,94793836,ENST00000414645,6
chr8,94823286,94881746,ENST00000523731,6
chr8,94880223,94895201,ENST00000308108,9
chr8,94925971,94949378,ENST00000342697,5
chr8,95024988,95058710,ENST00000396124,9
chr8,95133784,95156685,ENST00000315367,4
chr8,95244912,95269201,ENST00000286688,6
chr8,96142332,96160806,ENST00000287020,7
chr8,96222946,96235545,ENST00000287022,10
chr8,96239401,96261610,ENST00000287025,4
chr8,96261901,96336995,ENST00000517309,6
chr8,96493812,96611790,ENST00000302190,9
chr8,96645241,97143501,ENST00000220763,10
chr8,97273487,97277928,ENST00000322128,5
chr8,97644183,97730260,ENST00000336273,8
chr8,97775787,97853013,ENST00000521545,7
chr8,97869063,98036724,ENST00000254898,7
chr8,98041720,98045545,ENST00000287038,8
chr8,98064567,98093609,ENST00000318528,8
chr8,98102343,98117171,ENST00000254878,8
chr8,98117292,98159835,ENST00000401707,7
chr8,98189825,98294235,ENST00000430223,7
chr8,98426957,98432853,ENST00000287042,5
chr8,98454632,98825688,ENST00000419617,7
chr8,98944441,98952100,ENST00000297565,9
chr8,99013273,99877580,ENST00000357162,7
chr8,99013273,99877580,ENST00000358544,7
chr8,99877864,99893707,ENST00000520468,7
chr8,99960935,100106049,ENST00000360863,11
chr8,100133350,100145817,ENST00000428847,3
chr8,100150635,100154003,ENST00000353107,8
chr8,100158586,100241904,ENST00000388798,7
chr8,100257066,100309953,ENST00000341084,7
chr8,100520771,100559759,ENST00000335659,7
chr8,100572888,100649665,ENST00000311812,7
chr8,100702915,100722088,ENST00000318607,10
chr8,100916522,100952020,ENST00000395958,6
chr8,101197051,101205673,ENST00000311212,9
chr8,101492438,101669726,ENST00000646743,1
chr8,101686541,101790969,ENST00000220931,11
chr8,102204501,102238961,ENST00000251810,8
chr8,102252272,102412700,ENST00000520539,6
chr8,102551588,102561018,ENST00000285402,4
chr8,102648783,102655725,ENST00000285407,11
chr8,102826307,102864163,ENST00000337198,10
chr8,103021082,103073051,ENST00000518738,2
chr8,103140724,103230305,ENST00000309982,10
chr8,103298897,103332866,ENST00000358755,5
chr8,103371537,103382989,ENST00000330295,10
chr8,103398637,103415107,ENST00000297578,9
chr8,103415385,103443453,ENST00000612750,5
chr8,103500609,104254430,ENST00000696799,1
chr8,104339825,104356689,ENST00000297581,2
chr8,104379430,104467055,ENST00000351513,7
chr8,104489235,104589258,ENST00000276654,10
chr8,105318437,105804539,ENST00000407775,7
chr8,106270189,106752694,ENST00000517566,7
chr8,106759482,106770244,ENST00000311955,4
chr8,107249481,107497918,ENST00000517746,6
chr8,107899315,108083620,ENST00000276659,10
chr8,108201215,108248717,ENST00000220849,10
chr8,108443623,108489196,ENST00000220853,8
chr8,108778973,108787594,ENST00000297459,4
chr8,109086584,109121565,ENST00000518632,2
chr8,109240918,109334087,ENST00000239690,9
chr8,109334346,109345954,ENST00000521688,6
chr8,109362460,109537207,ENST00000378402,10
chr8,109540172,109565996,ENST00000337573,10
chr8,109573977,109644822,ENST00000276646,14
chr8,109963635,109975771,ENST00000524391,6
chr8,112222927,113436939,ENST00000297405,10
chr8,115408495,115668975,ENST00000395715,8
chr8,116642129,116755823,ENST00000521861,6
chr8,116766523,116774684,ENST00000309822,7
chr8,116845933,116874776,ENST00000297338,7
chr8,116938206,116944487,ENST00000378279,4
chr8,117134994,117176714,ENST00000456015,7
chr8,117520712,117540262,ENST00000297347,7
chr8,117794489,118111826,ENST00000378204,7
chr8,118377983,118621963,ENST00000314727,9
chr8,118923556,118951885,ENST00000297350,9
chr8,119067246,119108455,ENST00000332843,3
chr8,119208362,119245673,ENST00000614891,5
chr8,119416445,119424434,ENST00000259526,4
chr8,119557085,119638839,ENST00000075322,11
chr8,119730773,119832841,ENST00000378164,7
chr8,119833975,119855894,ENST00000313655,5
chr8,119873721,120050918,ENST00000286234,6
chr8,120125101,120373573,ENST00000297848,8
chr8,120395436,120445150,ENST00000306185,8
chr8,120445418,120523636,ENST00000305949,6
chr8,120535755,120812046,ENST00000517992,2
chr8,121612115,121641440,ENST00000303924,5
chr8,122781654,122974510,ENST00000314393,6
chr8,123013169,123042302,ENST00000259512,9
chr8,123072706,123152153,ENST00000287380,6
chr8,123182664,123210078,ENST00000690554,1
chr8,123219966,123241377,ENST00000276704,6
chr8,123248455,123274286,ENST00000395571,8
chr8,123319849,123396447,ENST00000287394,10
chr8,123416773,123442240,ENST00000287387,7
chr8,123497888,123541206,ENST00000517956,5
chr8,123644441,123653801,ENST00000684634,1
chr8,123680793,123737393,ENST00000419625,6
chr8,123768438,123815452,ENST00000334705,12
chr8,123851986,124120061,ENST00000522917,5
chr8,124306188,124372701,ENST00000297632,8
chr8,124450819,124453026,ENST00000328599,4
chr8,124474879,124488618,ENST00000303545,4
chr8,124488497,124539085,ENST00000276692,11
chr8,124539122,124549979,ENST00000276689,8
chr8,124550783,124728473,ENST00000518547,6
chr8,124973294,124979389,ENST00000319286,6
chr8,124998504,125022283,ENST00000265896,10
chr8,125024259,125091792,ENST00000318410,12
chr8,125091859,125367120,ENST00000287437,8
chr8,125430357,125438403,ENST00000311922,4
chr8,126552442,126558478,ENST00000304916,4
chr8,127415866,127416946,ENST00000696633,1
chr8,127736230,127742951,ENST00000621592,8
chr8,129748195,129786624,ENST00000276708,9
chr8,129839592,130016560,ENST00000694912,1
chr8,130052103,130443674,ENST00000518721,6
chr8,130780300,131040909,ENST00000286355,10
chr8,131904092,132013642,ENST00000254624,10
chr8,132024215,132059382,ENST00000254627,4
chr8,132061479,132111157,ENST00000414222,2
chr8,132120860,132481095,ENST00000388996,10
chr8,132570415,132675545,ENST00000620350,5
chr8,132709940,132760582,ENST00000677595,1
chr8,132775387,132848807,ENST00000395386,7
chr8,132866957,133134899,ENST00000220616,9
chr8,133036727,133102602,ENST00000338087,10
chr8,133191038,133231690,ENST00000250160,11
chr8,133237174,133297252,ENST00000323851,13
chr8,133454847,133571887,ENST00000522652,6
chr8,134477787,134713031,ENST00000377838,8
chr8,135457455,135647610,ENST00000355849,10
chr8,138130022,138497261,ENST00000395297,6
chr8,138588234,138914041,ENST00000303045,11
chr8,139617120,139703123,ENST00000520439,3
chr8,139727724,140457744,ENST00000438773,4
chr8,140511321,140517154,ENST00000220913,10
chr8,140520155,140635633,ENST00000220592,10
chr8,140657899,141001282,ENST00000696786,1
chr8,141128588,141195804,ENST00000519811,6
chr8,141207173,141308288,ENST00000517878,6
chr8,141356469,141367286,ENST00000377741,4
chr8,141392020,141432454,ENST00000521578,6
chr8,141514670,141518729,ENST00000643770,2
chr8,142212079,142403182,ENST00000524325,6
chr8,142449648,142545007,ENST00000517894,6
chr8,142611048,142614479,ENST00000356613,4
chr8,142657459,142669967,ENST00000612905,2
chr8,142680494,142682725,ENST00000301258,5
chr8,142700110,142705127,ENST00000292430,10
chr8,142727222,142736927,ENST00000336138,4
chr8,142740948,142742406,ENST00000246515,2
chr8,142750149,142752532,ENST00000359228,4
chr8,142764337,142769828,ENST00000317543,12
chr8,142771201,142777202,ENST00000652477,1
chr8,142784881,142786539,ENST00000301263,5
chr8,142834800,142846851,ENST00000220940,2
chr8,142872356,142879825,ENST00000292427,10
chr8,142910558,142917843,ENST00000323110,2
chr8,143018528,143022409,ENST00000292494,11
chr8,143080629,143083486,ENST00000562505,2
chr8,143157915,143160321,ENST00000342752,9
chr8,143213217,143217170,ENST00000622500,2
chr8,143246938,143262705,ENST00000330701,7
chr8,143267444,143276931,ENST00000340042,2
chr8,143291416,143299952,ENST00000330143,8
chr8,143309323,143334880,ENST00000329245,9
chr8,143368875,143384221,ENST00000289013,11
chr8,143428063,143430732,ENST00000333480,3
chr8,143437658,143541447,ENST00000262577,6
chr8,143558345,143563062,ENST00000262580,9
chr8,143566191,143572772,ENST00000398882,8
chr8,143574784,143578330,ENST00000449291,7
chr8,143579727,143597415,ENST00000618139,4
chr8,143597830,143603224,ENST00000504548,4
chr8,143603209,143609575,ENST00000495276,6
chr8,143612617,143617549,ENST00000425753,7
chr8,143636018,143653730,ENST00000526926,6
chr8,143684478,143695385,ENST00000358656,9
chr8,143706693,143708109,ENST00000542437,1
chr8,143716348,143722458,ENST00000338033,9
chr8,143723932,143733779,ENST00000388913,4
chr8,143734138,143790645,ENST00000527139,7
chr8,143790924,143815773,ENST00000356994,7
chr8,143816343,143829315,ENST00000526683,6
chr8,143833582,143840973,ENST00000442628,7
chr8,143857323,143878467,ENST00000615648,2
chr8,143915152,143939597,ENST00000345136,8
chr8,143915152,143973529,ENST00000356346,7
chr8,143977157,143986460,ENST00000313028,12
chr8,143990055,143993415,ENST00000395068,9
chr8,144012279,144047114,ENST00000377470,8
chr8,144051265,144060692,ENST00000618853,5
chr8,144078671,144080648,ENST00000316052,6
chr8,144082633,144086216,ENST00000355091,9
chr8,144095075,144097525,ENST00000318911,5
chr8,144098636,144103773,ENST00000398712,7
chr8,144104460,144107611,ENST00000322428,10
chr8,144107738,144118328,ENST00000323662,9
chr8,144137773,144140851,ENST00000347708,5
chr8,144148015,144261926,ENST00000326134,10
chr8,144262044,144291438,ENST00000569669,6
chr8,144266452,144268481,ENST00000567180,3
chr8,144291603,144314720,ENST00000528838,6
chr8,144314583,144326852,ENST00000528718,6
chr8,144330564,144336482,ENST00000569446,3
chr8,144353227,144354931,ENST00000696146,1
chr8,144355430,144358472,ENST00000331890,6
chr8,144358612,144361272,ENST00000643944,2
chr8,144374046,144393242,ENST00000308860,11
chr8,144393230,144409335,ENST00000616140,2
chr8,144412413,144416844,ENST00000301305,8
chr8,144423616,144428548,ENST00000292510,6
chr8,144428774,144444440,ENST00000409379,8
chr8,144449581,144462871,ENST00000530374,6
chr8,144463824,144465492,ENST00000306145,10
chr8,144466336,144474202,ENST00000645548,2
chr8,144473411,144475849,ENST00000377317,5
chr8,144477981,144502121,ENST00000435887,2
chr8,144504139,144507172,ENST00000394955,3
