chromosome	start	end	exon	Sample2
chrX	3964523	3964622	TMSB15B_2-TMSB15B_3	0
chrX	3965539	3965576	TMSB15B_3-TMSB15B_4	0
chrX	3966323	3966360	TMSB15B_3	0
chrX	4012712	4012748	H2BW1_2	0
chrX	4013170	4013576	H2BW1_1	0
chrX	4039995	4040404	H2BW2_1	0
chrX	4040828	4040864	H2BW2_2	0
chrX	4065842	4065984	TMSB15B_3	0
chrX	4073287	4073324	TMSB15B_3	0
chrX	4074241	4074340	TMSB15B_2	0
chrX	4104334	4105257	SLC25A53_2	0
chrX	4114112	4115323	ZCCHC18_2-ZCCHC18_3	0
chrX	4166786	4166982	FAM199X_1	0
chrX	4175623	4175842	FAM199X_2	0
chrX	4186066	4186215	FAM199X_3	0
chrX	4186460	4186621	FAM199X_4	0
chrX	4188040	4188306	FAM199X_5	0
chrX	4189608	4189778	FAM199X_6	0
chrX	4250228	4250896	ESX1_4	0
chrX	4252783	4252828	ESX1_3	0
chrX	4254154	4254577	ESX1_2	0
chrX	4254768	4254849	ESX1_1	0
chrX	4658914	4658995	IL1RAPL2_2	0
chrX	5195475	5195748	IL1RAPL2_3	0
chrX	5218964	5219758	TEX13A_3	0
chrX	5219963	5220397	TEX13A_2	0
chrX	5233818	5234004	IL1RAPL2_4	0
chrX	5267388	5267541	IL1RAPL2_5	0
chrX	5484313	5484387	IL1RAPL2_6	0
chrX	5717366	5717496	IL1RAPL2_1-IL1RAPL2_7	0
chrX	5740546	5740691	IL1RAPL2_2-IL1RAPL2_8	0
chrX	5748960	5749103	IL1RAPL2_3-IL1RAPL2_9	0
chrX	5755177	5755347	IL1RAPL2_10-IL1RAPL2_4	0
chrX	5766964	5767661	IL1RAPL2_11-IL1RAPL2_5	0
chrX	5822846	5822902	NRK_1	70.06666667
chrX	5831054	5831119	NRK_2	0
chrX	5880199	5880255	NRK_3	30.23529412
chrX	5881708	5881779	NRK_4	46.3
chrX	5888294	5888419	NRK_5	66
chrX	5893832	5893942	NRK_6	61.12765957
chrX	5895238	5895315	NRK_7	62.96969697
chrX	5895433	5895523	NRK_7	59.7
chrX	5898584	5898714	NRK_8	67.29310345
chrX	5900618	5900672	NRK_9	70.12903226
chrX	5905265	5905343	NRK_10	63.90625
chrX	5906414	5906589	NRK_11	69.17391304
chrX	5908240	5908303	NRK_12	52.04166667
chrX	5908727	5909882	NRK_13	86.86046512
chrX	5912648	5912755	NRK_14	39.4
chrX	5915730	5915797	NRK_15	42.18181818
chrX	5917578	5917672	NRK_16	42
chrX	5921964	5922061	NRK_17	45.5
chrX	5923118	5923482	NRK_18	68.83248731
chrX	5924695	5925031	NRK_19	55.26490066
chrX	5934258	5934444	NRK_20	63.61111111
chrX	5935170	5935325	NRK_21	74.575
chrX	5937439	5937582	NRK_22	72.92307692
chrX	5939874	5940032	NRK_23	64.93975904
chrX	5943941	5944041	NRK_24	65
chrX	5945872	5946015	NRK_25	87.775
chrX	5946315	5946464	NRK_26	78.02409639
chrX	5948640	5948759	NRK_1	47.28
chrX	5949575	5949734	NRK_2-NRK_27	70.97368421
chrX	5953034	5953173	NRK_28-NRK_3	65.21538462
chrX	5955505	5955600	NRK_29-NRK_4	53.57142857
chrX	6033500	6033703	SERPINA7_4-SERPINA7_5	0
chrX	6034235	6034382	SERPINA7_3-SERPINA7_4	0
chrX	6035112	6035385	SERPINA7_2-SERPINA7_3	0
chrX	6036437	6037058	SERPINA7_1-SERPINA7_2	0
chrX	6205433	6207523	PWWP3B_3-PWWP3B_4-PWWP3B_5	0
chrX	6612081	6612723	RADX_1	0
chrX	6622651	6622793	RADX_2	0
chrX	6625090	6625282	RADX_3	0
chrX	6632625	6632733	RADX_4	0
chrX	6632932	6633023	RADX_5	0
chrX	6633130	6633252	RADX_6	0
chrX	6636543	6636647	RADX_7	0
chrX	6637760	6637924	RADX_8	0
chrX	6639527	6639687	RADX_9	0
chrX	6640552	6640721	RADX_10-RADX_9	0
chrX	6648313	6648386	RADX_10-RADX_11	0
chrX	6662015	6662305	RADX_11-RADX_12	0
chrX	6669163	6669330	RADX_12-RADX_13	0
chrX	6678128	6678258	RADX_13-RADX_14	0
chrX	6694003	6694408	RNF128_1	0
chrX	6726914	6727397	RNF128_1	0
chrX	6772913	6773160	RNF128_2	0
chrX	6785065	6785136	RNF128_3	0
chrX	6787918	6788000	RNF128_4	0
chrX	6790186	6790282	RNF128_5	0
chrX	6791066	6791234	RNF128_6	0
chrX	6795580	6795713	RNF128_7	0
chrX	6802854	6802983	TBC1D8B_1	0
chrX	6818663	6818773	TBC1D8B_2	0
chrX	6820877	6820995	TBC1D8B_3	0
chrX	6821977	6822202	TBC1D8B_4	0
chrX	6823226	6823466	TBC1D8B_5	0
chrX	6826030	6826237	TBC1D8B_6	0
chrX	6827170	6827394	TBC1D8B_7	0
chrX	6839308	6839457	TBC1D8B_8	0
chrX	6840048	6840198	TBC1D8B_9	0
chrX	6840670	6840884	TBC1D8B_10	0
chrX	6848186	6848303	TBC1D8B_11	0
chrX	6849245	6849306	TBC1D8B_12	0
chrX	6850025	6850310	TBC1D8B_12	0
chrX	6853521	6853650	TBC1D8B_13	0
chrX	6854198	6854296	TBC1D8B_14	0
chrX	6865559	6865627	TBC1D8B_15	0
chrX	6865793	6866033	TBC1D8B_16	0
chrX	6866797	6866862	TBC1D8B_17	0
chrX	6868393	6868476	TBC1D8B_18	0
chrX	6869485	6869541	TBC1D8B_19	0
chrX	6870716	6870813	TBC1D8B_20	0
chrX	6873570	6873965	TBC1D8B_21	0
chrX	6900749	6900908	RIPPLY1_2-RIPPLY1_4	0
chrX	6901474	6901538	RIPPLY1_3	0
chrX	6902140	6902215	RIPPLY1_2	0
chrX	6903133	6903287	RIPPLY1_1	0
chrX	6928229	6928921	CLDN2_2	0
chrX	6941479	6941632	MORC4_17	0
chrX	6941938	6942221	MORC4_16	0
chrX	6942515	6943205	MORC4_15	0
chrX	6954913	6955088	MORC4_14	0
chrX	6956480	6956534	MORC4_13	0
chrX	6956936	6957004	MORC4_12	0
chrX	6958336	6958464	MORC4_11	0
chrX	6962012	6962110	MORC4_10	0
chrX	6976584	6976684	MORC4_9	0
chrX	6978080	6978199	MORC4_8	0
chrX	6980891	6981019	MORC4_7	0
chrX	6981345	6981477	MORC4_6	0
chrX	6985096	6985243	MORC4_5	0
chrX	6985983	6986200	MORC4_4	0
chrX	6993230	6993362	MORC4_3	0
chrX	6999677	6999749	MORC4_2	0
chrX	6999868	6999969	MORC4_1	0
chrX	7065754	7065758	RBM41_8	0
chrX	7067527	7067693	RBM41_7-RBM41_8	0
chrX	7069255	7069402	RBM41_6-RBM41_7	0
chrX	7088436	7088839	RBM41_5-RBM41_6	0
chrX	7113397	7113468	RBM41_5	0
chrX	7115352	7115556	RBM41_4	0
chrX	7115862	7116054	RBM41_3	0
chrX	7116650	7116766	RBM41_2	0
chrX	7118766	7118773	RBM41_1	0
chrX	7147785	7147809	NUP62CL_8	0
chrX	7153172	7153306	NUP62CL_7	0
chrX	7153454	7153503	NUP62CL_6	0
chrX	7154096	7154246	NUP62CL_5	0
chrX	7167649	7167784	NUP62CL_4	0
chrX	7175089	7175146	NUP62CL_3	0
chrX	7212876	7213028	DNAAF6_2	0
chrX	7216671	7216743	DNAAF6_3	0
chrX	7218864	7218969	DNAAF6_4	0
chrX	7222745	7222841	DNAAF6_5	0
chrX	7238922	7239007	DNAAF6_5-DNAAF6_6	0
chrX	7243169	7243298	DNAAF6_6-DNAAF6_7	0
chrX	7526589	7526736	FRMPD3_2-FRMPD3_3	0
chrX	7530409	7530511	FRMPD3_3-FRMPD3_4	0
chrX	7533505	7533550	FRMPD3_4-FRMPD3_5	0
chrX	7545737	7545841	FRMPD3_5-FRMPD3_6	0
chrX	7550049	7550156	FRMPD3_3-FRMPD3_6-FRMPD3_7	0
chrX	7552795	7552926	FRMPD3_4-FRMPD3_7-FRMPD3_8	0
chrX	7554385	7554504	FRMPD3_5-FRMPD3_8-FRMPD3_9	0
chrX	7560257	7560393	FRMPD3_10-FRMPD3_6-FRMPD3_9	0
chrX	7560727	7560853	FRMPD3_10-FRMPD3_11-FRMPD3_7	0
chrX	7563111	7563200	FRMPD3_11-FRMPD3_12-FRMPD3_8	0
chrX	7564887	7565066	FRMPD3_12-FRMPD3_13-FRMPD3_9	0
chrX	7576315	7576459	FRMPD3_10-FRMPD3_13-FRMPD3_14	0
chrX	7597321	7598142	FRMPD3_11-FRMPD3_14-FRMPD3_15	0
chrX	7600303	7603373	FRMPD3_12-FRMPD3_15-FRMPD3_16	0
chrX	7628629	7628750	PRPS1_1	0
chrX	7639295	7639478	PRPS1_2	0
chrX	7640902	7641102	PRPS1_3	0
chrX	7642366	7642490	PRPS1_3-PRPS1_4	0
chrX	7645177	7645350	PRPS1_4-PRPS1_5	0
chrX	7647606	7647765	PRPS1_5-PRPS1_6	0
chrX	7649940	7650032	PRPS1_4-PRPS1_6-PRPS1_7	0
chrX	7650578	7650742	PRPS1_7	0
chrX	7714519	7714749	TSC22D3_3-TSC22D3_4	0
chrX	7715899	7715950	TSC22D3_2-TSC22D3_3	0
chrX	7716690	7716811	TSC22D3_1	0
chrX	7721859	7721908	TSC22D3_1	0
chrX	7759496	7759686	TSC22D3_1	0
chrX	7775100	7775419	TSC22D3_1-TSC22D3_2	0
chrX	7794221	7794682	NCBP2L_2	0
chrX	7826427	7826430	MID2_1	0
chrX	7840670	7841385	MID2_2	0
chrX	7854609	7854704	MID2_3	0
chrX	7903958	7904065	MID2_4	0
chrX	7905478	7905626	MID2_5	0
chrX	7916002	7916129	MID2_6	0
chrX	7917506	7917739	MID2_7	0
chrX	7924343	7924504	MID2_8	0
chrX	7926094	7926301	MID2_9	0
chrX	7926671	7927073	MID2_10	0
chrX	7981080	7981559	TEX13B_3	0
chrX	7981669	7982127	TEX13B_2	0
chrX	8045131	8045179	VSIG1_1	0
chrX	8058038	8058201	VSIG1_2	0
chrX	8061428	8061535	VSIG1_3	0
chrX	8066936	8067134	VSIG1_3-VSIG1_4	0
chrX	8072677	8072832	VSIG1_4-VSIG1_5	0
chrX	8073250	8073369	VSIG1_5-VSIG1_6	0
chrX	8076077	8076218	VSIG1_6-VSIG1_7	0
chrX	8077048	8077381	VSIG1_7-VSIG1_8	0
chrX	8084974	8085127	PSMD10_4-PSMD10_5-PSMD10_6	0
chrX	8087686	8087852	PSMD10_3-PSMD10_4-PSMD10_5	0
chrX	8087953	8088099	PSMD10_2-PSMD10_3-PSMD10_4	0
chrX	8088752	8088850	PSMD10_2	0
chrX	8091407	8091520	PSMD10_1	0
chrX	8091827	8091836	ATG4A_1	0
chrX	8126077	8126187	ATG4A_2	0
chrX	8128781	8128852	ATG4A_3	0
chrX	8131260	8131358	ATG4A_4	0
chrX	8134057	8134158	ATG4A_5	0
chrX	8134339	8134411	ATG4A_6	0
chrX	8137091	8137170	ATG4A_7	0
chrX	8137804	8137991	ATG4A_8	0
chrX	8138113	8138191	ATG4A_9	0
chrX	8150152	8150297	ATG4A_10-ATG4A_9	0
chrX	8151802	8151858	ATG4A_10-ATG4A_11	0
chrX	8152979	8153087	ATG4A_11-ATG4A_12	0
chrX	8153642	8153712	ATG4A_12-ATG4A_13	0
chrX	8157000	8157260	COL4A6_43-COL4A6_44-COL4A6_45-COL4A6_46	0
chrX	8159462	8159748	COL4A6_42-COL4A6_43-COL4A6_44-COL4A6_45	0
chrX	8160463	8160654	COL4A6_41-COL4A6_42-COL4A6_43-COL4A6_44	0
chrX	8161619	8161735	COL4A6_40-COL4A6_41-COL4A6_42-COL4A6_43	0
chrX	8162892	8163038	COL4A6_39-COL4A6_40-COL4A6_41-COL4A6_42	0
chrX	8164600	8164698	COL4A6_39-COL4A6_40-COL4A6_41	0
chrX	8164877	8165038	COL4A6_38-COL4A6_39-COL4A6_40	0
chrX	8165370	8165486	COL4A6_37-COL4A6_38-COL4A6_39	0
chrX	8169495	8169620	COL4A6_36-COL4A6_37-COL4A6_38	0
chrX	8169945	8170016	COL4A6_36-COL4A6_37	0
chrX	8170609	8170716	COL4A6_35-COL4A6_36	0
chrX	8170810	8170917	COL4A6_34-COL4A6_35	0
chrX	8171387	8171461	COL4A6_33-COL4A6_34	0
chrX	8172469	8172532	COL4A6_32-COL4A6_33	0
chrX	8174440	8174621	COL4A6_31-COL4A6_32	0
chrX	8175090	8175215	COL4A6_30-COL4A6_31	0
chrX	8175654	8175797	COL4A6_29-COL4A6_30	0
chrX	8176841	8177011	COL4A6_28-COL4A6_29	0
chrX	8178684	8178845	COL4A6_27-COL4A6_28	0
chrX	8179217	8179438	COL4A6_26-COL4A6_27	0
chrX	8180515	8180622	COL4A6_25-COL4A6_26	0
chrX	8180897	8180968	COL4A6_24-COL4A6_25	0
chrX	8183722	8183772	COL4A6_24	0
chrX	8187096	8187279	COL4A6_23	0
chrX	8187848	8188027	COL4A6_22	0
chrX	8188517	8188677	COL4A6_21	0
chrX	8190392	8190496	COL4A6_20	0
chrX	8191393	8191533	COL4A6_19	0
chrX	8192473	8192580	COL4A6_18	0
chrX	8193628	8193697	COL4A6_17	0
chrX	8194534	8194587	COL4A6_16	0
chrX	8195082	8195126	COL4A6_15	0
chrX	8196511	8196579	COL4A6_14	0
chrX	8202928	8202981	COL4A6_13	0
chrX	8204320	8204412	COL4A6_12	0
chrX	8205439	8205480	COL4A6_11	0
chrX	8205660	8205695	COL4A6_10	0
chrX	8206518	8206580	COL4A6_9	0
chrX	8209969	8210004	COL4A6_8	0
chrX	8211672	8211740	COL4A6_7	0
chrX	8214112	8214228	COL4A6_6	0
chrX	8219698	8219742	COL4A6_5	0
chrX	8221240	8221374	COL4A6_4	0
chrX	8310748	8310828	COL4A6_3	0
chrX	8437942	8437993	COL4A6_2	0
chrX	8438186	8438196	COL4A6_1	0
chrX	8439358	8439371	COL4A6_1	0
chrX	8440126	8440206	COL4A5_1	0
chrX	8539746	8539805	COL4A5_2	0
chrX	8559064	8559153	COL4A5_3	0
chrX	8563882	8563926	COL4A5_4	0
chrX	8568629	8568673	COL4A5_5	0
chrX	8568759	8568821	COL4A5_6	0
chrX	8571413	8571466	COL4A5_7	0
chrX	8571811	8571837	COL4A5_8	0
chrX	8573574	8573654	COL4A5_9	0
chrX	8575910	8575972	COL4A5_10	0
chrX	8577952	8577987	COL4A5_11	0
chrX	8578078	8578119	COL4A5_12	0
chrX	8578291	8578383	COL4A5_13	0
chrX	8580533	8580586	COL4A5_14	0
chrX	8580682	8580738	COL4A5_15	0
chrX	8580983	8581027	COL4A5_16	0
chrX	8582884	8582937	COL4A5_17	0
chrX	8584484	8584525	COL4A5_18	0
chrX	8586615	8586747	COL4A5_19	0
chrX	8591058	8591231	COL4A5_20-COL4A5_4	0
chrX	8591561	8591644	COL4A5_21-COL4A5_5	0
chrX	8595509	8595601	COL4A5_22-COL4A5_6	0
chrX	8596998	8597068	COL4A5_23-COL4A5_7	0
chrX	8597377	8597568	COL4A5_24-COL4A5_8	0
chrX	8598702	8598870	COL4A5_25-COL4A5_9	0
chrX	8601393	8601485	COL4A5_10-COL4A5_26	0
chrX	8601885	8601989	COL4A5_11-COL4A5_27	0
chrX	8602964	8603061	COL4A5_12-COL4A5_28	0
chrX	8606742	8606892	COL4A5_13-COL4A5_29	0
chrX	8614911	8615024	COL4A5_14-COL4A5_30	0
chrX	8620259	8620426	COL4A5_15-COL4A5_31	0
chrX	8621803	8621892	COL4A5_16-COL4A5_32	0
chrX	8622676	8622825	COL4A5_17-COL4A5_33	0
chrX	8624236	8624334	COL4A5_18-COL4A5_34	0
chrX	8625705	8625794	COL4A5_19-COL4A5_35	0
chrX	8626210	8626367	COL4A5_20-COL4A5_36	0
chrX	8655331	8655457	COL4A5_37	0
chrX	8665507	8665587	COL4A5_38	0
chrX	8666496	8666594	COL4A5_39	0
chrX	8667133	8667183	COL4A5_40	0
chrX	8668319	8668504	COL4A5_41	0
chrX	8670228	8670236	COL4A5_42	0
chrX	8674745	8674753	COL4A5_43	0
chrX	8677500	8677633	COL4A5_42-COL4A5_44	0
chrX	8680679	8680751	COL4A5_43-COL4A5_45	0
chrX	8680885	8680956	COL4A5_44-COL4A5_46	0
chrX	8681760	8681888	COL4A5_45-COL4A5_47	0
chrX	8686031	8686129	COL4A5_46-COL4A5_48	0
chrX	8687482	8687694	COL4A5_47-COL4A5_49	0
chrX	8692748	8692925	COL4A5_48-COL4A5_50	0
chrX	8694807	8694921	COL4A5_49-COL4A5_51	0
chrX	8695267	8695439	COL4A5_50-COL4A5_52	0
chrX	8696297	8696378	COL4A5_51-COL4A5_53	0
chrX	8722519	8722523	IRS4_2	0
chrX	8732571	8736344	IRS4_1	0
chrX	9375899	9375986	GUCY2F_19	0
chrX	9376079	9376167	GUCY2F_18	0
chrX	9382118	9382212	GUCY2F_17	0
chrX	9385184	9385282	GUCY2F_16	0
chrX	9388489	9388663	GUCY2F_15	0
chrX	9391911	9392103	GUCY2F_14	0
chrX	9392892	9393055	GUCY2F_13	0
chrX	9395341	9395489	GUCY2F_12	0
chrX	9398549	9398698	GUCY2F_11	0
chrX	9404328	9404484	GUCY2F_10	0
chrX	9408992	9409168	GUCY2F_9	0
chrX	9430307	9430396	GUCY2F_8	0
chrX	9441351	9441482	GUCY2F_7	0
chrX	9448069	9448165	GUCY2F_6	0
chrX	9452023	9452107	GUCY2F_5	0
chrX	9453505	9453859	GUCY2F_4	0
chrX	9465142	9465443	GUCY2F_3	0
chrX	9475207	9475936	GUCY2F_2	0
chrX	9535883	9535977	NXT2_1	0
chrX	9536937	9537021	NXT2_1-NXT2_2	0
chrX	9538045	9538131	NXT2_2-NXT2_3	0
chrX	9541475	9541619	NXT2_3-NXT2_4	0
chrX	9542507	9542688	NXT2_4-NXT2_5	0
chrX	9624592	9625020	KCNE5_1	0
chrX	9644029	9644186	ACSL4_15-ACSL4_16-ACSL4_17	0
chrX	9659354	9659511	ACSL4_14-ACSL4_15-ACSL4_16	0
chrX	9661531	9661645	ACSL4_13-ACSL4_14-ACSL4_15	0
chrX	9663211	9663402	ACSL4_12-ACSL4_13-ACSL4_14	0
chrX	9665420	9665494	ACSL4_11-ACSL4_12-ACSL4_13	0
chrX	9668101	9668273	ACSL4_10-ACSL4_11-ACSL4_12	0
chrX	9669034	9669173	ACSL4_10-ACSL4_11-ACSL4_9	0
chrX	9674402	9674473	ACSL4_10-ACSL4_8-ACSL4_9	0
chrX	9677988	9678111	ACSL4_7-ACSL4_8-ACSL4_9	0
chrX	9678265	9678415	ACSL4_6-ACSL4_7-ACSL4_8	0
chrX	9680998	9681136	ACSL4_5-ACSL4_6-ACSL4_7	0
chrX	9681266	9681375	ACSL4_4-ACSL4_5-ACSL4_6	0
chrX	9682719	9682896	ACSL4_3-ACSL4_4-ACSL4_5	0
chrX	9683136	9683486	ACSL4_2-ACSL4_3-ACSL4_4	0
